@relation ionosphere

@attribute a01 {'\'(-inf-0.5]\'','\'(0.5-inf)\''}
@attribute a02 {'\'All\''}
@attribute a03 {'\'(-inf-0.19028]\'','\'(0.19028-0.73947]\'','\'(0.73947-0.998505]\'','\'(0.998505-inf)\''}
@attribute a04 {'\'(-inf--0.609635]\'','\'(-0.609635--0.00017]\'','\'(-0.00017-0.007075]\'','\'(0.007075-0.74685]\'','\'(0.74685-inf)\''}
@attribute a05 {'\'(-inf-0.04144]\'','\'(0.04144-0.418075]\'','\'(0.418075-0.995175]\'','\'(0.995175-inf)\''}
@attribute a06 {'\'(-inf--0.79531]\'','\'(-0.79531--0.217515]\'','\'(-0.217515--0.000715]\'','\'(-0.000715-0.00101]\'','\'(0.00101-0.82509]\'','\'(0.82509-inf)\''}
@attribute a07 {'\'(-inf-0.029375]\'','\'(0.029375-0.999995]\'','\'(0.999995-inf)\''}
@attribute a08 {'\'(-inf--0.983575]\'','\'(-0.983575--0.000375]\'','\'(-0.000375-0.000985]\'','\'(0.000985-0.994515]\'','\'(0.994515-inf)\''}
@attribute a09 {'\'(-inf--0.704705]\'','\'(-0.704705--0.036395]\'','\'(-0.036395-0.011975]\'','\'(0.011975-0.05561]\'','\'(0.05561-0.995785]\'','\'(0.995785-inf)\''}
@attribute a10 {'\'(-inf--0.57299]\'','\'(-0.57299-0.591395]\'','\'(0.591395-0.9891]\'','\'(0.9891-inf)\''}
@attribute a11 {'\'(-inf--0.91576]\'','\'(-0.91576--0.01058]\'','\'(-0.01058-0.00676]\'','\'(0.00676-0.08713]\'','\'(0.08713-0.9991]\'','\'(0.9991-inf)\''}
@attribute a12 {'\'(-inf--0.56293]\'','\'(-0.56293--0.00027]\'','\'(-0.00027-0.001845]\'','\'(0.001845-0.981525]\'','\'(0.981525-inf)\''}
@attribute a13 {'\'(-inf--0.96941]\'','\'(-0.96941--0.076515]\'','\'(-0.076515-0.01567]\'','\'(0.01567-0.35474]\'','\'(0.35474-0.998725]\'','\'(0.998725-inf)\''}
@attribute a14 {'\'(-inf--0.554585]\'','\'(-0.554585-0.652535]\'','\'(0.652535-0.97565]\'','\'(0.97565-inf)\''}
@attribute a15 {'\'(-inf--0.98825]\'','\'(-0.98825--0.0283]\'','\'(-0.0283-0.239955]\'','\'(0.239955-0.99914]\'','\'(0.99914-inf)\''}
@attribute a16 {'\'(-inf--0.90517]\'','\'(-0.90517--0.00197]\'','\'(-0.00197-0.00143]\'','\'(0.00143-0.96841]\'','\'(0.96841-inf)\''}
@attribute a17 {'\'(-inf--0.96177]\'','\'(-0.96177--0.57273]\'','\'(-0.57273--0.05415]\'','\'(-0.05415-0.001405]\'','\'(0.001405-0.29207]\'','\'(0.29207-0.99815]\'','\'(0.99815-inf)\''}
@attribute a18 {'\'(-inf--0.805795]\'','\'(-0.805795-0.99361]\'','\'(0.99361-inf)\''}
@attribute a19 {'\'(-inf--0.989535]\'','\'(-0.989535--0.04391]\'','\'(-0.04391-0.12183]\'','\'(0.12183-0.46784]\'','\'(0.46784-0.998845]\'','\'(0.998845-inf)\''}
@attribute a20 {'\'(-inf--0.912755]\'','\'(-0.912755-0.975495]\'','\'(0.975495-inf)\''}
@attribute a21 {'\'(-inf--0.957365]\'','\'(-0.957365--0.000015]\'','\'(-0.000015-0.07206]\'','\'(0.07206-0.99888]\'','\'(0.99888-inf)\''}
@attribute a22 {'\'(-inf--0.96798]\'','\'(-0.96798--0.0014]\'','\'(-0.0014-0.000375]\'','\'(0.000375-0.923655]\'','\'(0.923655-inf)\''}
@attribute a23 {'\'(-inf--0.96809]\'','\'(-0.96809--0.0092]\'','\'(-0.0092-0.00247]\'','\'(0.00247-0.18657]\'','\'(0.18657-0.999665]\'','\'(0.999665-inf)\''}
@attribute a24 {'\'(-inf--0.987455]\'','\'(-0.987455-0.89747]\'','\'(0.89747-inf)\''}
@attribute a25 {'\'(-inf--0.87839]\'','\'(-0.87839--0.00017]\'','\'(-0.00017-0.08722]\'','\'(0.08722-0.999495]\'','\'(0.999495-inf)\''}
@attribute a26 {'\'(-inf--0.98148]\'','\'(-0.98148-0.80245]\'','\'(0.80245-inf)\''}
@attribute a27 {'\'(-inf-0.52812]\'','\'(0.52812-0.999945]\'','\'(0.999945-inf)\''}
@attribute a28 {'\'(-inf--0.936175]\'','\'(-0.936175-0.86022]\'','\'(0.86022-inf)\''}
@attribute a29 {'\'(-inf--0.91183]\'','\'(-0.91183--0.00009]\'','\'(-0.00009-0.007985]\'','\'(0.007985-0.06779]\'','\'(0.06779-0.997]\'','\'(0.997-inf)\''}
@attribute a30 {'\'(-inf--0.91428]\'','\'(-0.91428-0.930305]\'','\'(0.930305-inf)\''}
@attribute a31 {'\'(-inf--0.84848]\'','\'(-0.84848--0.1671]\'','\'(-0.1671-0.132415]\'','\'(0.132415-0.99556]\'','\'(0.99556-inf)\''}
@attribute a32 {'\'(-inf--0.969765]\'','\'(-0.969765-0.87076]\'','\'(0.87076-inf)\''}
@attribute a33 {'\'(-inf--0.959515]\'','\'(-0.959515--0.00004]\'','\'(-0.00004-0.0002]\'','\'(0.0002-0.994855]\'','\'(0.994855-inf)\''}
@attribute a34 {'\'(-inf--0.974115]\'','\'(-0.974115--0.00003]\'','\'(-0.00003-0.0054]\'','\'(0.0054-0.95098]\'','\'(0.95098-inf)\''}
@attribute class {b,g}

@data
'\'(0.5-inf)\'','\'All\'','\'(0.73947-0.998505]\'','\'(-0.609635--0.00017]\'','\'(0.418075-0.995175]\'','\'(-0.217515--0.000715]\'','\'(0.999995-inf)\'','\'(-0.983575--0.000375]\'','\'(0.05561-0.995785]\'','\'(-0.57299-0.591395]\'','\'(0.08713-0.9991]\'','\'(-0.56293--0.00027]\'','\'(0.35474-0.998725]\'','\'(-0.554585-0.652535]\'','\'(0.239955-0.99914]\'','\'(-0.90517--0.00197]\'','\'(0.29207-0.99815]\'','\'(-0.805795-0.99361]\'','\'(0.46784-0.998845]\'','\'(-0.912755-0.975495]\'','\'(0.07206-0.99888]\'','\'(-0.96798--0.0014]\'','\'(0.18657-0.999665]\'','\'(-0.987455-0.89747]\'','\'(0.08722-0.999495]\'','\'(-0.98148-0.80245]\'','\'(0.52812-0.999945]\'','\'(-0.936175-0.86022]\'','\'(0.06779-0.997]\'','\'(-0.91428-0.930305]\'','\'(0.132415-0.99556]\'','\'(-0.969765-0.87076]\'','\'(0.0002-0.994855]\'','\'(-0.974115--0.00003]\'',g
'\'(0.5-inf)\'','\'All\'','\'(0.73947-0.998505]\'','\'(-0.609635--0.00017]\'','\'(0.418075-0.995175]\'','\'(0.00101-0.82509]\'','\'(0.029375-0.999995]\'','\'(-0.983575--0.000375]\'','\'(0.05561-0.995785]\'','\'(-0.57299-0.591395]\'','\'(0.08713-0.9991]\'','\'(-0.56293--0.00027]\'','\'(0.35474-0.998725]\'','\'(-0.554585-0.652535]\'','\'(0.239955-0.99914]\'','\'(-0.90517--0.00197]\'','\'(0.29207-0.99815]\'','\'(-0.805795-0.99361]\'','\'(0.46784-0.998845]\'','\'(-0.912755-0.975495]\'','\'(0.07206-0.99888]\'','\'(-0.96798--0.0014]\'','\'(0.18657-0.999665]\'','\'(-0.987455-0.89747]\'','\'(0.08722-0.999495]\'','\'(-0.98148-0.80245]\'','\'(0.52812-0.999945]\'','\'(-0.936175-0.86022]\'','\'(0.06779-0.997]\'','\'(-0.91428-0.930305]\'','\'(0.132415-0.99556]\'','\'(-0.969765-0.87076]\'','\'(0.0002-0.994855]\'','\'(-0.974115--0.00003]\'',g
'\'(0.5-inf)\'','\'All\'','\'(0.73947-0.998505]\'','\'(-0.609635--0.00017]\'','\'(0.418075-0.995175]\'','\'(-0.217515--0.000715]\'','\'(0.029375-0.999995]\'','\'(-0.983575--0.000375]\'','\'(0.05561-0.995785]\'','\'(-0.57299-0.591395]\'','\'(0.08713-0.9991]\'','\'(0.001845-0.981525]\'','\'(0.35474-0.998725]\'','\'(-0.554585-0.652535]\'','\'(0.239955-0.99914]\'','\'(-0.90517--0.00197]\'','\'(0.29207-0.99815]\'','\'(-0.805795-0.99361]\'','\'(0.46784-0.998845]\'','\'(-0.912755-0.975495]\'','\'(0.99888-inf)\'','\'(0.000375-0.923655]\'','\'(0.18657-0.999665]\'','\'(-0.987455-0.89747]\'','\'(0.08722-0.999495]\'','\'(-0.98148-0.80245]\'','\'(0.52812-0.999945]\'','\'(-0.936175-0.86022]\'','\'(0.06779-0.997]\'','\'(-0.91428-0.930305]\'','\'(0.132415-0.99556]\'','\'(-0.969765-0.87076]\'','\'(0.0002-0.994855]\'','\'(-0.974115--0.00003]\'',g
'\'(0.5-inf)\'','\'All\'','\'(0.19028-0.73947]\'','\'(-0.609635--0.00017]\'','\'(0.418075-0.995175]\'','\'(0.00101-0.82509]\'','\'(0.029375-0.999995]\'','\'(-0.983575--0.000375]\'','\'(0.05561-0.995785]\'','\'(-0.57299-0.591395]\'','\'(0.08713-0.9991]\'','\'(-0.56293--0.00027]\'','\'(0.35474-0.998725]\'','\'(-0.554585-0.652535]\'','\'(0.239955-0.99914]\'','\'(-0.90517--0.00197]\'','\'(0.29207-0.99815]\'','\'(-0.805795-0.99361]\'','\'(0.46784-0.998845]\'','\'(-0.912755-0.975495]\'','\'(0.07206-0.99888]\'','\'(0.000375-0.923655]\'','\'(0.18657-0.999665]\'','\'(-0.987455-0.89747]\'','\'(0.08722-0.999495]\'','\'(-0.98148-0.80245]\'','\'(0.52812-0.999945]\'','\'(-0.936175-0.86022]\'','\'(0.06779-0.997]\'','\'(-0.91428-0.930305]\'','\'(0.132415-0.99556]\'','\'(-0.969765-0.87076]\'','\'(0.0002-0.994855]\'','\'(-0.974115--0.00003]\'',g
'\'(0.5-inf)\'','\'All\'','\'(0.19028-0.73947]\'','\'(-0.609635--0.00017]\'','\'(0.418075-0.995175]\'','\'(0.00101-0.82509]\'','\'(0.029375-0.999995]\'','\'(0.000985-0.994515]\'','\'(0.05561-0.995785]\'','\'(-0.57299-0.591395]\'','\'(0.08713-0.9991]\'','\'(-0.56293--0.00027]\'','\'(0.35474-0.998725]\'','\'(-0.554585-0.652535]\'','\'(0.239955-0.99914]\'','\'(0.00143-0.96841]\'','\'(0.29207-0.99815]\'','\'(-0.805795-0.99361]\'','\'(0.12183-0.46784]\'','\'(-0.912755-0.975495]\'','\'(0.07206-0.99888]\'','\'(-0.96798--0.0014]\'','\'(0.18657-0.999665]\'','\'(-0.987455-0.89747]\'','\'(0.08722-0.999495]\'','\'(-0.98148-0.80245]\'','\'(-inf-0.52812]\'','\'(-0.936175-0.86022]\'','\'(0.06779-0.997]\'','\'(-0.91428-0.930305]\'','\'(0.132415-0.99556]\'','\'(-0.969765-0.87076]\'','\'(0.0002-0.994855]\'','\'(-0.974115--0.00003]\'',g
'\'(0.5-inf)\'','\'All\'','\'(0.19028-0.73947]\'','\'(0.74685-inf)\'','\'(0.995175-inf)\'','\'(0.00101-0.82509]\'','\'(0.029375-0.999995]\'','\'(0.000985-0.994515]\'','\'(0.05561-0.995785]\'','\'(-0.57299-0.591395]\'','\'(0.08713-0.9991]\'','\'(0.981525-inf)\'','\'(0.01567-0.35474]\'','\'(0.97565-inf)\'','\'(-0.98825--0.0283]\'','\'(0.96841-inf)\'','\'(-0.57273--0.05415]\'','\'(-0.805795-0.99361]\'','\'(-0.989535--0.04391]\'','\'(0.975495-inf)\'','\'(-0.957365--0.000015]\'','\'(0.000375-0.923655]\'','\'(-0.96809--0.0092]\'','\'(-0.987455-0.89747]\'','\'(-inf--0.87839]\'','\'(-0.98148-0.80245]\'','\'(-inf-0.52812]\'','\'(-0.936175-0.86022]\'','\'(-inf--0.91183]\'','\'(-0.91428-0.930305]\'','\'(-inf--0.84848]\'','\'(-0.969765-0.87076]\'','\'(-0.959515--0.00004]\'','\'(-0.974115--0.00003]\'',g
'\'(0.5-inf)\'','\'All\'','\'(0.73947-0.998505]\'','\'(0.007075-0.74685]\'','\'(0.418075-0.995175]\'','\'(0.00101-0.82509]\'','\'(0.029375-0.999995]\'','\'(0.000985-0.994515]\'','\'(0.05561-0.995785]\'','\'(0.591395-0.9891]\'','\'(0.08713-0.9991]\'','\'(0.001845-0.981525]\'','\'(-0.96941--0.076515]\'','\'(0.652535-0.97565]\'','\'(-0.98825--0.0283]\'','\'(0.00143-0.96841]\'','\'(-0.57273--0.05415]\'','\'(-0.805795-0.99361]\'','\'(-0.989535--0.04391]\'','\'(-0.912755-0.975495]\'','\'(-0.957365--0.000015]\'','\'(0.000375-0.923655]\'','\'(-0.96809--0.0092]\'','\'(-0.987455-0.89747]\'','\'(-inf--0.87839]\'','\'(-0.98148-0.80245]\'','\'(-inf-0.52812]\'','\'(-0.936175-0.86022]\'','\'(-0.91183--0.00009]\'','\'(-0.91428-0.930305]\'','\'(-0.84848--0.1671]\'','\'(-0.969765-0.87076]\'','\'(-0.959515--0.00004]\'','\'(-0.974115--0.00003]\'',g
'\'(0.5-inf)\'','\'All\'','\'(0.73947-0.998505]\'','\'(0.007075-0.74685]\'','\'(0.418075-0.995175]\'','\'(0.00101-0.82509]\'','\'(0.029375-0.999995]\'','\'(0.000985-0.994515]\'','\'(0.05561-0.995785]\'','\'(0.591395-0.9891]\'','\'(-0.91576--0.01058]\'','\'(0.001845-0.981525]\'','\'(-0.96941--0.076515]\'','\'(0.652535-0.97565]\'','\'(-0.98825--0.0283]\'','\'(0.00143-0.96841]\'','\'(-0.96177--0.57273]\'','\'(-0.805795-0.99361]\'','\'(-0.989535--0.04391]\'','\'(-0.912755-0.975495]\'','\'(-0.957365--0.000015]\'','\'(-0.96798--0.0014]\'','\'(-0.96809--0.0092]\'','\'(-0.987455-0.89747]\'','\'(-0.87839--0.00017]\'','\'(-0.98148-0.80245]\'','\'(-inf-0.52812]\'','\'(-0.936175-0.86022]\'','\'(0.06779-0.997]\'','\'(-0.91428-0.930305]\'','\'(0.132415-0.99556]\'','\'(-0.969765-0.87076]\'','\'(0.0002-0.994855]\'','\'(-0.974115--0.00003]\'',g
'\'(0.5-inf)\'','\'All\'','\'(0.73947-0.998505]\'','\'(0.007075-0.74685]\'','\'(0.418075-0.995175]\'','\'(0.00101-0.82509]\'','\'(0.029375-0.999995]\'','\'(0.000985-0.994515]\'','\'(0.05561-0.995785]\'','\'(0.591395-0.9891]\'','\'(-0.91576--0.01058]\'','\'(0.001845-0.981525]\'','\'(-0.96941--0.076515]\'','\'(0.652535-0.97565]\'','\'(-0.98825--0.0283]\'','\'(0.00143-0.96841]\'','\'(-0.96177--0.57273]\'','\'(-0.805795-0.99361]\'','\'(-0.989535--0.04391]\'','\'(-0.912755-0.975495]\'','\'(-0.957365--0.000015]\'','\'(-0.96798--0.0014]\'','\'(-0.96809--0.0092]\'','\'(-0.987455-0.89747]\'','\'(-0.87839--0.00017]\'','\'(-0.98148-0.80245]\'','\'(-inf-0.52812]\'','\'(-0.936175-0.86022]\'','\'(0.06779-0.997]\'','\'(-0.91428-0.930305]\'','\'(0.132415-0.99556]\'','\'(-0.969765-0.87076]\'','\'(0.0002-0.994855]\'','\'(-0.974115--0.00003]\'',g
'\'(0.5-inf)\'','\'All\'','\'(0.73947-0.998505]\'','\'(0.007075-0.74685]\'','\'(0.418075-0.995175]\'','\'(0.00101-0.82509]\'','\'(0.029375-0.999995]\'','\'(0.000985-0.994515]\'','\'(-0.704705--0.036395]\'','\'(0.591395-0.9891]\'','\'(-0.91576--0.01058]\'','\'(0.001845-0.981525]\'','\'(-0.96941--0.076515]\'','\'(0.652535-0.97565]\'','\'(-0.98825--0.0283]\'','\'(0.00143-0.96841]\'','\'(-0.96177--0.57273]\'','\'(-0.805795-0.99361]\'','\'(-inf--0.989535]\'','\'(-0.912755-0.975495]\'','\'(-0.957365--0.000015]\'','\'(-0.96798--0.0014]\'','\'(-0.96809--0.0092]\'','\'(-0.987455-0.89747]\'','\'(-0.87839--0.00017]\'','\'(-0.98148-0.80245]\'','\'(-inf-0.52812]\'','\'(-0.936175-0.86022]\'','\'(0.06779-0.997]\'','\'(-0.91428-0.930305]\'','\'(0.132415-0.99556]\'','\'(-0.969765-0.87076]\'','\'(0.0002-0.994855]\'','\'(-0.974115--0.00003]\'',g
'\'(0.5-inf)\'','\'All\'','\'(0.998505-inf)\'','\'(0.007075-0.74685]\'','\'(0.995175-inf)\'','\'(-0.217515--0.000715]\'','\'(0.999995-inf)\'','\'(0.000985-0.994515]\'','\'(0.995785-inf)\'','\'(-0.57299-0.591395]\'','\'(0.9991-inf)\'','\'(-0.56293--0.00027]\'','\'(0.998725-inf)\'','\'(-0.554585-0.652535]\'','\'(0.99914-inf)\'','\'(-0.90517--0.00197]\'','\'(0.99815-inf)\'','\'(-0.805795-0.99361]\'','\'(0.998845-inf)\'','\'(-0.912755-0.975495]\'','\'(0.99888-inf)\'','\'(-0.96798--0.0014]\'','\'(0.999665-inf)\'','\'(-0.987455-0.89747]\'','\'(0.999495-inf)\'','\'(-0.98148-0.80245]\'','\'(0.999945-inf)\'','\'(-0.936175-0.86022]\'','\'(0.997-inf)\'','\'(-0.91428-0.930305]\'','\'(0.99556-inf)\'','\'(-0.969765-0.87076]\'','\'(0.994855-inf)\'','\'(-0.974115--0.00003]\'',g
'\'(0.5-inf)\'','\'All\'','\'(0.73947-0.998505]\'','\'(-0.609635--0.00017]\'','\'(0.418075-0.995175]\'','\'(-0.217515--0.000715]\'','\'(0.029375-0.999995]\'','\'(-0.983575--0.000375]\'','\'(0.05561-0.995785]\'','\'(-0.57299-0.591395]\'','\'(0.08713-0.9991]\'','\'(0.001845-0.981525]\'','\'(0.998725-inf)\'','\'(-0.554585-0.652535]\'','\'(0.239955-0.99914]\'','\'(-0.90517--0.00197]\'','\'(0.29207-0.99815]\'','\'(-0.805795-0.99361]\'','\'(0.46784-0.998845]\'','\'(-0.912755-0.975495]\'','\'(0.99888-inf)\'','\'(-0.96798--0.0014]\'','\'(0.18657-0.999665]\'','\'(-0.987455-0.89747]\'','\'(0.08722-0.999495]\'','\'(-0.98148-0.80245]\'','\'(0.52812-0.999945]\'','\'(-0.936175-0.86022]\'','\'(0.06779-0.997]\'','\'(-0.91428-0.930305]\'','\'(0.132415-0.99556]\'','\'(-0.969765-0.87076]\'','\'(0.0002-0.994855]\'','\'(-0.974115--0.00003]\'',g
'\'(0.5-inf)\'','\'All\'','\'(0.73947-0.998505]\'','\'(0.007075-0.74685]\'','\'(0.418075-0.995175]\'','\'(0.00101-0.82509]\'','\'(0.029375-0.999995]\'','\'(0.000985-0.994515]\'','\'(0.05561-0.995785]\'','\'(0.591395-0.9891]\'','\'(-0.91576--0.01058]\'','\'(0.001845-0.981525]\'','\'(-0.96941--0.076515]\'','\'(0.652535-0.97565]\'','\'(-0.98825--0.0283]\'','\'(0.00143-0.96841]\'','\'(-0.96177--0.57273]\'','\'(-0.805795-0.99361]\'','\'(-0.989535--0.04391]\'','\'(-0.912755-0.975495]\'','\'(-0.957365--0.000015]\'','\'(-0.96798--0.0014]\'','\'(-0.96809--0.0092]\'','\'(-0.987455-0.89747]\'','\'(-0.87839--0.00017]\'','\'(-0.98148-0.80245]\'','\'(-inf-0.52812]\'','\'(-0.936175-0.86022]\'','\'(0.06779-0.997]\'','\'(-0.91428-0.930305]\'','\'(0.132415-0.99556]\'','\'(-0.969765-0.87076]\'','\'(0.0002-0.994855]\'','\'(-0.974115--0.00003]\'',g
'\'(0.5-inf)\'','\'All\'','\'(0.73947-0.998505]\'','\'(0.007075-0.74685]\'','\'(0.418075-0.995175]\'','\'(0.00101-0.82509]\'','\'(0.029375-0.999995]\'','\'(0.000985-0.994515]\'','\'(0.05561-0.995785]\'','\'(0.591395-0.9891]\'','\'(-0.91576--0.01058]\'','\'(0.001845-0.981525]\'','\'(-0.96941--0.076515]\'','\'(0.652535-0.97565]\'','\'(-0.98825--0.0283]\'','\'(0.00143-0.96841]\'','\'(-0.96177--0.57273]\'','\'(-0.805795-0.99361]\'','\'(-0.989535--0.04391]\'','\'(-0.912755-0.975495]\'','\'(-0.957365--0.000015]\'','\'(-0.96798--0.0014]\'','\'(-0.96809--0.0092]\'','\'(-0.987455-0.89747]\'','\'(-0.87839--0.00017]\'','\'(-0.98148-0.80245]\'','\'(-inf-0.52812]\'','\'(-0.936175-0.86022]\'','\'(0.06779-0.997]\'','\'(-0.91428-0.930305]\'','\'(0.132415-0.99556]\'','\'(-0.969765-0.87076]\'','\'(0.0002-0.994855]\'','\'(-0.974115--0.00003]\'',g
'\'(0.5-inf)\'','\'All\'','\'(0.73947-0.998505]\'','\'(0.007075-0.74685]\'','\'(0.418075-0.995175]\'','\'(0.00101-0.82509]\'','\'(0.029375-0.999995]\'','\'(0.000985-0.994515]\'','\'(-0.704705--0.036395]\'','\'(0.591395-0.9891]\'','\'(-0.91576--0.01058]\'','\'(0.001845-0.981525]\'','\'(-0.96941--0.076515]\'','\'(-0.554585-0.652535]\'','\'(-0.98825--0.0283]\'','\'(0.00143-0.96841]\'','\'(-0.96177--0.57273]\'','\'(-0.805795-0.99361]\'','\'(-0.989535--0.04391]\'','\'(-0.912755-0.975495]\'','\'(-0.957365--0.000015]\'','\'(-0.96798--0.0014]\'','\'(-0.96809--0.0092]\'','\'(-0.987455-0.89747]\'','\'(0.08722-0.999495]\'','\'(-0.98148-0.80245]\'','\'(0.52812-0.999945]\'','\'(-0.936175-0.86022]\'','\'(0.06779-0.997]\'','\'(-0.91428-0.930305]\'','\'(0.132415-0.99556]\'','\'(-0.969765-0.87076]\'','\'(0.0002-0.994855]\'','\'(0.0054-0.95098]\'',g
'\'(0.5-inf)\'','\'All\'','\'(0.998505-inf)\'','\'(-0.609635--0.00017]\'','\'(0.995175-inf)\'','\'(-0.217515--0.000715]\'','\'(0.029375-0.999995]\'','\'(-0.983575--0.000375]\'','\'(0.05561-0.995785]\'','\'(-0.57299-0.591395]\'','\'(0.9991-inf)\'','\'(0.001845-0.981525]\'','\'(0.35474-0.998725]\'','\'(-0.554585-0.652535]\'','\'(0.239955-0.99914]\'','\'(-0.90517--0.00197]\'','\'(0.29207-0.99815]\'','\'(-0.805795-0.99361]\'','\'(0.46784-0.998845]\'','\'(-0.912755-0.975495]\'','\'(0.07206-0.99888]\'','\'(0.000375-0.923655]\'','\'(0.999665-inf)\'','\'(-0.987455-0.89747]\'','\'(0.08722-0.999495]\'','\'(-0.98148-0.80245]\'','\'(0.52812-0.999945]\'','\'(-0.936175-0.86022]\'','\'(0.997-inf)\'','\'(-0.91428-0.930305]\'','\'(0.132415-0.99556]\'','\'(-0.969765-0.87076]\'','\'(0.0002-0.994855]\'','\'(-0.974115--0.00003]\'',g
'\'(0.5-inf)\'','\'All\'','\'(0.73947-0.998505]\'','\'(0.007075-0.74685]\'','\'(0.418075-0.995175]\'','\'(0.00101-0.82509]\'','\'(0.029375-0.999995]\'','\'(0.000985-0.994515]\'','\'(0.05561-0.995785]\'','\'(-0.57299-0.591395]\'','\'(0.08713-0.9991]\'','\'(0.001845-0.981525]\'','\'(0.35474-0.998725]\'','\'(-0.554585-0.652535]\'','\'(0.239955-0.99914]\'','\'(0.00143-0.96841]\'','\'(0.29207-0.99815]\'','\'(-0.805795-0.99361]\'','\'(0.46784-0.998845]\'','\'(-0.912755-0.975495]\'','\'(0.07206-0.99888]\'','\'(0.000375-0.923655]\'','\'(0.18657-0.999665]\'','\'(-0.987455-0.89747]\'','\'(0.08722-0.999495]\'','\'(-0.98148-0.80245]\'','\'(0.52812-0.999945]\'','\'(-0.936175-0.86022]\'','\'(0.06779-0.997]\'','\'(-0.91428-0.930305]\'','\'(0.132415-0.99556]\'','\'(-0.969765-0.87076]\'','\'(0.0002-0.994855]\'','\'(0.0054-0.95098]\'',g
'\'(0.5-inf)\'','\'All\'','\'(0.73947-0.998505]\'','\'(0.007075-0.74685]\'','\'(0.418075-0.995175]\'','\'(0.00101-0.82509]\'','\'(0.029375-0.999995]\'','\'(0.000985-0.994515]\'','\'(0.05561-0.995785]\'','\'(-0.57299-0.591395]\'','\'(0.08713-0.9991]\'','\'(0.001845-0.981525]\'','\'(0.35474-0.998725]\'','\'(-0.554585-0.652535]\'','\'(0.239955-0.99914]\'','\'(0.00143-0.96841]\'','\'(0.29207-0.99815]\'','\'(-0.805795-0.99361]\'','\'(0.46784-0.998845]\'','\'(-0.912755-0.975495]\'','\'(0.07206-0.99888]\'','\'(0.000375-0.923655]\'','\'(0.18657-0.999665]\'','\'(-0.987455-0.89747]\'','\'(0.08722-0.999495]\'','\'(-0.98148-0.80245]\'','\'(0.52812-0.999945]\'','\'(-0.936175-0.86022]\'','\'(0.06779-0.997]\'','\'(-0.91428-0.930305]\'','\'(0.132415-0.99556]\'','\'(-0.969765-0.87076]\'','\'(0.0002-0.994855]\'','\'(0.0054-0.95098]\'',g
'\'(0.5-inf)\'','\'All\'','\'(0.998505-inf)\'','\'(-0.609635--0.00017]\'','\'(0.995175-inf)\'','\'(-0.217515--0.000715]\'','\'(0.999995-inf)\'','\'(-0.983575--0.000375]\'','\'(0.995785-inf)\'','\'(-0.57299-0.591395]\'','\'(0.9991-inf)\'','\'(-0.56293--0.00027]\'','\'(0.998725-inf)\'','\'(-0.554585-0.652535]\'','\'(0.239955-0.99914]\'','\'(-0.90517--0.00197]\'','\'(0.29207-0.99815]\'','\'(-0.805795-0.99361]\'','\'(0.46784-0.998845]\'','\'(-0.912755-0.975495]\'','\'(0.99888-inf)\'','\'(-0.96798--0.0014]\'','\'(0.999665-inf)\'','\'(-0.987455-0.89747]\'','\'(0.999495-inf)\'','\'(-0.98148-0.80245]\'','\'(0.52812-0.999945]\'','\'(-0.936175-0.86022]\'','\'(0.06779-0.997]\'','\'(-0.91428-0.930305]\'','\'(0.132415-0.99556]\'','\'(-0.969765-0.87076]\'','\'(0.0002-0.994855]\'','\'(-0.974115--0.00003]\'',g
'\'(0.5-inf)\'','\'All\'','\'(0.73947-0.998505]\'','\'(-0.609635--0.00017]\'','\'(0.418075-0.995175]\'','\'(0.00101-0.82509]\'','\'(0.029375-0.999995]\'','\'(0.000985-0.994515]\'','\'(0.05561-0.995785]\'','\'(-0.57299-0.591395]\'','\'(0.08713-0.9991]\'','\'(-0.56293--0.00027]\'','\'(0.35474-0.998725]\'','\'(-0.554585-0.652535]\'','\'(0.239955-0.99914]\'','\'(0.00143-0.96841]\'','\'(0.29207-0.99815]\'','\'(-0.805795-0.99361]\'','\'(0.46784-0.998845]\'','\'(-0.912755-0.975495]\'','\'(0.07206-0.99888]\'','\'(0.000375-0.923655]\'','\'(0.18657-0.999665]\'','\'(-0.987455-0.89747]\'','\'(0.08722-0.999495]\'','\'(-0.98148-0.80245]\'','\'(0.52812-0.999945]\'','\'(-0.936175-0.86022]\'','\'(0.06779-0.997]\'','\'(-0.91428-0.930305]\'','\'(0.132415-0.99556]\'','\'(-0.969765-0.87076]\'','\'(0.0002-0.994855]\'','\'(0.0054-0.95098]\'',g
